instrument_id,price,is_buy,timestamp_ns,signal_mask
5,122.888,1,188611370140000,2
7,194.957,1,188611370143541,6
0,121.715,1,188611370148666,2
1,197.814,0,188611370150583,2
2,102.233,1,188611370152666,3
3,195.562,1,188611370154708,6
4,188.988,0,188611370156666,2
7,193.353,0,188611370162041,2
8,185.096,0,188611370164125,2
9,127.996,1,188611370166333,2
0,133.878,1,188611370168250,4
2,197.793,0,188611370171958,2
3,184.146,0,188611370174000,2
4,188.298,0,188611370176000,2
5,187.751,0,188611370177958,2
6,187.225,1,188611370179958,6
8,119.738,1,188611370183666,2
9,122.321,1,188611370185750,2
0,191.126,1,188611370187708,6
1,132.86,1,188611370189875,2
2,135.544,1,188611370191916,2
3,106.989,1,188611370194041,2
4,139.844,1,188611370196083,2
5,149.796,0,188611370198208,2
6,115.475,1,188611370200333,2
7,171.65,0,188611370202500,2
8,185.921,0,188611370204583,2
0,199.906,1,188611370208458,6
1,135.992,1,188611370210708,2
3,130.556,1,188611370214500,2
8,179.97,0,188611370222708,2
9,194.464,1,188611370224708,6
1,108.389,1,188611370228291,2
2,126.018,1,188611370230250,2
3,127.284,1,188611370232250,2
4,176.383,1,188611370234291,6
5,189.374,0,188611370236458,2
6,170.275,1,188611370238250,4
7,100.633,1,188611370240375,2
8,189.969,0,188611370242500,2
9,188.885,0,188611370244541,2
1,194.811,0,188611370248250,2
2,188.356,0,188611370250291,2
3,101.434,1,188611370252541,2
4,118.951,1,188611370254583,2
6,127.808,1,188611370258333,2
7,192.596,0,188611370260375,2
8,135.559,1,188611370262625,2
9,109.021,1,188611370264708,2
0,161.948,1,188611370266583,4
1,108.965,1,188611370268708,2
3,163.979,0,188611370272250,2
4,176.583,0,188611370274166,2
5,161.865,0,188611370276125,2
6,108.383,1,188611370278125,2
7,112.174,1,188611370280333,2
9,134.765,1,188611370284083,2
0,185.764,1,188611370286000,6
1,189.119,0,188611370287958,2
2,101.283,1,188611370290000,2
3,175.081,1,188611370292000,6
4,103.527,1,188611370294166,2
5,184.34,1,188611370296291,6
6,167.352,0,188611370298416,2
7,181.699,0,188611370300458,2
9,169.327,1,188611370304000,4
1,125.386,1,188611370307750,2
3,110.423,1,188611370311500,2
5,192.394,1,188611370315333,6
7,102.022,1,188611370319083,2
8,194.461,0,188611370321208,2
9,131.119,1,188611370323291,2
4,181.684,1,188611370331750,6
5,182.565,0,188611370333916,2
6,116.918,1,188611370336083,2
9,117.941,1,188611370341375,2
0,106.027,1,188611370343500,2
1,190.134,1,188611370345625,6
2,192.44,0,188611370347750,2
3,116.498,1,188611370350000,2
4,103.663,1,188611370352250,2
5,135.069,1,188611370354375,2
6,113.117,1,188611370356541,2
7,110.56,1,188611370358666,2
8,133.431,1,188611370360625,2
9,110.803,1,188611370362666,2
0,137.717,1,188611370364666,2
2,108.541,1,188611370368500,2
3,187.124,0,188611370370666,2
4,194.656,0,188611370372833,2
5,101.63,1,188611370374958,2
6,171.446,0,188611370377208,2
7,108.991,1,188611370379333,2
8,188.912,0,188611370381583,2
9,166.62,0,188611370383666,2
0,188.923,1,188611370385958,6
1,104.941,1,188611370388083,2
2,123.83,1,188611370390125,2
4,134.863,1,188611370393750,2
5,128.963,1,188611370395791,2
6,165.921,0,188611370397958,2
9,126.936,1,188611370403250,2
0,107.65,1,188611370405333,2
2,119.605,1,188611370409083,2
4,182.649,0,188611370412500,2
5,113.168,1,188611370414583,2
6,177.737,0,188611370416583,2
7,199.681,1,188611370418625,6
9,115.533,1,188611370422125,2
0,177.593,0,188611370424125,2
1,191.495,1,188611370426208,6
2,170.266,0,188611370428250,2
3,160.9,0,188611370430208,2
5,186.234,0,188611370433750,2
7,170.001,0,188611370437333,2
8,185.333,1,188611370439333,6
9,185.738,0,188611370441291,2
1,183.101,0,188611370445083,2
2,162.228,0,188611370447166,2
3,177.67,1,188611370449250,6
4,179.091,0,188611370451333,2
5,112.252,1,188611370453458,2
6,165.237,0,188611370455500,2
7,192.472,0,188611370457583,2
9,100.586,1,188611370461333,2
1,116.52,1,188611370465291,2
2,199.884,0,188611370467250,2
3,100.245,1,188611370469416,2
5,181.32,0,188611370473083,2
0,165.965,1,188611370481916,6
1,127.518,1,188611370484041,2
2,123.122,1,188611370486333,2
4,191.184,0,188611370490208,2
5,189.798,1,188611370492250,6
6,195.553,0,188611370494208,2
8,196.411,0,188611370497791,2
1,190.291,1,188611370503000,6
3,105.013,1,188611370506666,2
4,191.447,1,188611370508583,6
6,113.024,1,188611370512208,2
7,178.985,1,188611370514250,6
8,141.855,1,188611370516375,2
9,171.117,0,188611370518458,2
1,199.642,1,188611370522208,6
2,185.303,1,188611370524208,6
4,132.723,1,188611370527916,2
5,111.132,1,188611370530125,2
8,193.145,0,188611370535583,2
0,170.9,0,188611370539083,2
2,188.23,1,188611370542750,6
3,195.667,1,188611370544750,6
4,133.465,1,188611370546916,2
5,182.839,0,188611370548833,2
6,167.92,1,188611370550625,4
7,131.968,1,188611370552666,2
9,172.401,0,188611370556125,2
0,131.424,1,188611370558125,2
1,116.651,1,188611370560250,2
2,179.847,0,188611370562291,2
3,189.743,0,188611370564250,2
4,199.687,1,188611370566166,6
6,105.525,1,188611370569666,2
8,116.112,1,188611370573416,3
9,189.967,1,188611370575458,6
0,177.837,0,188611370577375,2
1,112.704,1,188611370579500,2
2,198.496,0,188611370581458,2
3,110.145,1,188611370583500,2
5,118.722,1,188611370587166,2
8,133.242,1,188611370592458,2
9,189.784,0,188611370594541,2
0,195.056,1,188611370596541,6
1,198.628,0,188611370598541,2
2,104.682,1,188611370600791,3
3,179.353,0,188611370602833,2
4,196.607,0,188611370604791,2
5,184.467,0,188611370606666,2
6,131.667,1,188611370608791,2
8,196.501,1,188611370612416,6
9,134.804,1,188611370614625,2
0,134.382,1,188611370616833,2
1,198.513,0,188611370619000,2
2,121.397,1,188611370621083,2
3,106.799,1,188611370623208,2
5,179.334,0,188611370626916,2
7,106.354,1,188611370630666,3
1,129.829,1,188611370637583,2
2,180.221,1,188611370639625,6
3,104.664,1,188611370641583,2
5,115.53,1,188611370645208,2
6,187.813,1,188611370647291,6
7,193.298,0,188611370649333,2
8,190.163,0,188611370651291,2
9,198.951,1,188611370653375,6
0,113.437,1,188611370655666,2
1,108.979,1,188611370657875,2
2,178.117,0,188611370660000,2
3,117.82,1,188611370662166,2
5,135.86,1,188611370665958,2
6,104.102,1,188611370668125,2
8,107.124,1,188611370671916,2
9,140.171,1,188611370674041,2
0,176.2,0,188611370676166,2
1,185.425,0,188611370678333,2
2,187.259,0,188611370680458,2
3,103.707,1,188611370682750,2
4,193.837,1,188611370685000,6
5,199.614,1,188611370687125,6
8,179.181,0,188611370692375,2
1,130.817,1,188611370697666,2
2,149.164,1,188611370699791,2
3,179.221,0,188611370701958,2
6,108.475,1,188611370707208,2
7,180.288,0,188611370709125,2
8,105.242,1,188611370711166,2
9,109.198,1,188611370713166,2
0,178.759,0,188611370715291,2
1,109.164,1,188611370717458,2
2,190.234,0,188611370719625,2
4,123.242,1,188611370723375,2
5,138.985,1,188611370725416,2
7,179.024,0,188611370729000,2
8,121.501,1,188611370731000,2
9,125.815,1,188611370733000,2
1,176.788,0,188611370736583,2
4,109.638,1,188611370741666,2
6,190.53,1,188611370745166,6
7,117.52,1,188611370747125,2
8,106.996,1,188611370749166,2
9,155.005,1,188611370751000,4
0,186.28,0,188611370753125,2
2,134.164,1,188611370756916,2
3,106.744,1,188611370759083,2
4,133.71,1,188611370761166,2
5,188.634,1,188611370763375,6
6,167.177,0,188611370765625,2
7,117.919,1,188611370767708,2
8,114.852,1,188611370769791,2
9,118.22,1,188611370771916,2
1,122.044,1,188611370775750,2
2,195.819,0,188611370777833,2
3,191.469,0,188611370779916,2
4,104.634,1,188611370782041,2
5,199.983,1,188611370784166,6
6,177.245,0,188611370786291,2
7,112.935,1,188611370788541,2
8,190.821,1,188611370790666,6
9,167.615,0,188611370792833,2
0,173.267,0,188611370794875,2
1,128.858,1,188611370796916,2
3,147.127,0,188611370800583,2
5,133.91,1,188611370804250,2
7,115.71,1,188611370807958,2
8,126.508,1,188611370810125,2
9,195.541,1,188611370813583,6
0,199.227,1,188611370815666,6
1,197.818,1,188611370817666,6
2,105.736,1,188611370819875,3
4,160.819,1,188611370823708,6
7,177.723,1,188611370829208,6
1,168.314,0,188611370836791,2
3,156.775,0,188611370840666,2
4,107.001,1,188611370842916,2
5,127.672,1,188611370845083,2
6,176.722,0,188611370847166,2
7,103.567,1,188611370849291,2
8,179.737,1,188611370851333,6
0,131.401,1,188611370855125,2
1,116.065,1,188611370857333,2
2,189.551,1,188611370859458,6
4,176.347,0,188611370863083,2
5,121.284,1,188611370865208,2
7,112.552,1,188611370868958,2
9,162.648,1,188611370872291,4
0,133.755,1,188611370874375,2
1,174.782,0,188611370876375,2
4,154.41,0,188611370881750,2
5,174.867,0,188611370883791,2
6,110.439,1,188611370885875,2
7,128.364,1,188611370887666,4
8,115.923,1,188611370889875,2
9,109.461,1,188611370891958,2
0,116.595,1,188611370894000,2
4,185.554,0,188611370900625,2
7,111.962,1,188611370906083,2
8,183.229,0,188611370908291,2
9,179.864,0,188611370910375,2
1,194.033,0,188611370913958,2
2,132.666,1,188611370916041,2
5,187.148,0,188611370921291,2
6,151.477,1,188611370923166,4
8,198.443,1,188611370926916,6
9,114.449,1,188611370929166,2
0,188.924,1,188611370931291,6
3,172.486,1,188611370936791,6
4,122.004,1,188611370938833,2
6,169.79,1,188611370942416,6
9,122.631,1,188611370947416,2
2,100.986,1,188611370952583,2
3,196.141,1,188611370954583,6
4,104.351,1,188611370956625,2
5,175.903,0,188611370958500,2
6,116.279,1,188611370960500,2
7,145.875,1,188611370962541,6
9,138.685,1,188611370965875,4
0,139.468,1,188611370968041,2
2,178.945,0,188611370971541,2
3,186.41,0,188611370973625,2
4,163.754,0,188611370975708,2
7,143.52,0,188611370980833,2
8,126.748,1,188611370983041,2
9,101.613,1,188611370985125,2
0,192.882,0,188611370987250,2
1,194.227,0,188611370989208,2
3,103.451,1,188611370992791,2
4,167.915,1,188611370994791,6
5,123.951,1,188611370996916,2
6,129.056,1,188611370999083,2
7,111.278,1,188611371001166,2
8,180.249,0,188611371003208,2
9,116.755,1,188611371005333,2
0,111.787,1,188611371007458,2
2,173.82,0,188611371011208,2
3,103.159,1,188611371013250,2
4,112.388,1,188611371015291,2
5,175.599,0,188611371017375,2
7,191.404,1,188611371021083,3
8,199.672,1,188611371023125,6
9,148.992,1,188611371025000,4
0,197.843,0,188611371027041,2
1,109.324,1,188611371029208,2
2,185.225,1,188611371031291,6
3,176.913,0,188611371033416,2
4,111.187,1,188611371035583,2
5,123.701,1,188611371037750,2
6,105.371,1,188611371039916,2
9,100.515,1,188611371045500,2
1,104.824,1,188611371049041,2
4,103.25,1,188611371054291,2
6,186.758,0,188611371058000,2
7,176.072,0,188611371059958,2
8,193.641,0,188611371062000,2
9,177.461,0,188611371064000,2
0,130.795,1,188611371066125,2
1,121.976,1,188611371068208,2
2,197.507,0,188611371070291,2
4,149.506,0,188611371074041,2
5,130.432,1,188611371076166,2
6,123.94,1,188611371078375,2
0,198.064,0,188611371085000,2
1,146.83,1,188611371086833,4
2,105.055,1,188611371088833,2
6,188.34,0,188611371095458,2
7,172.058,0,188611371097458,2
9,151.387,0,188611371101000,2
1,165.909,1,188611371104666,6
4,163.496,0,188611371109458,2
5,187.903,1,188611371111375,6
6,164.29,0,188611371113375,2
8,197.777,0,188611371116875,2
9,108.837,1,188611371119041,2
0,133.101,1,188611371121041,2
2,184.905,1,188611371124583,6
6,186.287,0,188611371131291,2
7,117.937,1,188611371133333,2
8,192.486,0,188611371135416,2
9,174.623,0,188611371137416,2
0,107.132,1,188611371139500,2
1,168.149,0,188611371141375,2
2,195.411,1,188611371143416,6
3,179.52,1,188611371145500,6
5,129.654,1,188611371149083,2
9,192.875,1,188611371155750,6
1,114.992,1,188611371159250,2
2,127.968,1,188611371161416,2
4,157.828,0,188611371165083,2
6,123.637,1,188611371168916,2
8,136.249,1,188611371172708,2
9,101.186,1,188611371174958,2
0,198.855,1,188611371177083,6
1,179.565,0,188611371179125,2
3,121.59,1,188611371182708,2
4,101.905,1,188611371184791,2
5,164.569,1,188611371186625,4
6,178.613,0,188611371188625,2
8,151.184,1,188611371192208,2
9,107.468,1,188611371194250,2
0,139.823,1,188611371196333,2
1,160.762,0,188611371198458,2
2,130.875,1,188611371200500,2
4,108.834,1,188611371204041,2
5,185.576,1,188611371206041,6
6,183.262,1,188611371208125,6
7,101.137,1,188611371210125,2
8,192.061,1,188611371212208,6
9,143.049,1,188611371214250,4
4,198.081,1,188611371222916,7
5,184.837,0,188611371225041,2
7,183.88,0,188611371228666,2
8,195.581,1,188611371230750,6
9,185.367,1,188611371232958,6
0,130.934,1,188611371235083,2
1,192.608,0,188611371237208,2
2,170.525,1,188611371239083,4
4,183.629,0,188611371243083,2
5,188.154,0,188611371245250,2
6,139.249,1,188611371247458,2
8,121.995,1,188611371251291,2
9,128.196,1,188611371253500,2
0,123.254,1,188611371255666,2
1,123.222,1,188611371257791,2
2,111.542,1,188611371259916,2
3,182.884,0,188611371262000,2
5,111.749,1,188611371265750,2
7,189.293,0,188611371269250,2
9,171.77,0,188611371273000,2
0,163.204,0,188611371275041,2
2,124.258,1,188611371278625,2
3,131.318,1,188611371280708,2
4,112.078,1,188611371282666,2
6,119.45,1,188611371286250,2
8,111.795,1,188611371289875,2
0,169.927,1,188611371293666,6
2,126.411,1,188611371297416,6
3,132.399,1,188611371299458,2
4,187.082,0,188611371301500,2
6,129.274,1,188611371305041,2
7,172.096,0,188611371307208,2
8,183.782,0,188611371309416,2
2,189.445,1,188611371316750,6
3,141.552,1,188611371318666,4
4,110.628,1,188611371320875,2
6,113.729,1,188611371324666,2
7,121.264,1,188611371326750,2
8,111.022,1,188611371328958,2
1,131.257,1,188611371334375,2
3,185.854,1,188611371338125,6
4,180.687,0,188611371340333,2
5,137.813,1,188611371342416,2
6,195.644,0,188611371344583,2
7,117.138,1,188611371346625,2
0,194.231,1,188611371351958,6
1,129.267,1,188611371354041,2
2,189.076,0,188611371356125,2
3,123.119,1,188611371358125,2
4,195.684,1,188611371360291,6
5,133.753,1,188611371362333,2
6,181.784,0,188611371364416,2
7,176.607,0,188611371366458,2
8,101.013,1,188611371368541,2
1,190.349,0,188611371373958,2
2,101.5,1,188611371376083,2
3,118.979,1,188611371378208,2
4,138.91,1,188611371380333,2
6,173.776,0,188611371383958,2
9,138.284,1,188611371389291,2
0,177.999,0,188611371391375,2
1,183.52,0,188611371393416,2
2,164.854,0,188611371395500,2
4,120.714,1,188611371399333,2
5,134.451,1,188611371401541,2
6,197.234,0,188611371403708,2
7,115.947,1,188611371405916,2
8,176.209,1,188611371408125,6
9,139.097,1,188611371410208,2
1,187.02,0,188611371413916,2
3,135.511,1,188611371417416,4
4,169.881,0,188611371419500,2
5,189.472,0,188611371421500,2
6,127.969,1,188611371423625,2
7,124.531,1,188611371425625,2
9,180.545,1,188611371429333,6
0,198.637,0,188611371431416,2
1,136.582,1,188611371433541,2
2,166.243,0,188611371435666,2
3,152.106,1,188611371437625,4
4,170.481,1,188611371439916,6
5,125.9,1,188611371442166,2
7,187.484,1,188611371445875,6
8,101.912,1,188611371448041,2
9,192.878,1,188611371450041,6
0,120.366,1,188611371452208,3
1,103.999,1,188611371454291,2
3,123.059,1,188611371457958,2
4,134.922,1,188611371460125,2
5,170.463,0,188611371462166,2
6,179.279,1,188611371464250,6
7,177.45,0,188611371466291,2
8,106.353,1,188611371468375,2
9,142.165,1,188611371470375,2
0,103.695,1,188611371472416,2
1,117.331,1,188611371474458,2
2,106.731,1,188611371476583,2
3,161.842,0,188611371478708,2
4,131.661,1,188611371480833,2
5,131.017,1,188611371482916,2
6,180.678,1,188611371485166,6
8,119.546,1,188611371488666,4
9,180.89,0,188611371490666,2
1,181.897,1,188611371494333,6
2,123.012,1,188611371496375,2
4,133.197,1,188611371500000,2
5,120.079,1,188611371502041,2
7,125.683,1,188611371505750,2
8,156.282,1,188611371507833,6
9,184.31,1,188611371509958,6
0,134.989,1,188611371512041,2
2,180.574,1,188611371515791,6
4,179.944,1,188611371519500,6
6,101.35,1,188611371523208,3
7,121.737,1,188611371526666,2
8,170.396,1,188611371528833,6
9,123.366,1,188611371531125,2
2,176.836,0,188611371536583,2
3,161.432,0,188611371538750,2
4,104.141,1,188611371541041,2
5,171.107,1,188611371543125,6
7,116.741,1,188611371546875,2
8,181.204,1,188611371548958,6
0,197.596,1,188611371552583,6
1,135.776,1,188611371554625,2
5,173.46,1,188611371561416,6
6,184.808,1,188611371563583,6
7,196.854,0,188611371565625,2
8,123.771,1,188611371567666,2
1,181.07,0,188611371573041,2
2,170.173,0,188611371575041,2
3,178.587,0,188611371576916,2
5,180.208,1,188611371580541,6
6,100.724,1,188611371582583,2
7,179.419,0,188611371584625,2
8,192.553,0,188611371586708,2
9,197.686,0,188611371588791,2
0,114.837,1,188611371590958,2
1,131.985,1,188611371593166,2
2,123.134,1,188611371595375,2
3,124.169,1,188611371597541,2
4,119.535,1,188611371599833,2
5,173.767,0,188611371601916,2
6,131.222,1,188611371604083,2
9,193.727,0,188611371609375,2
3,186.592,0,188611371616583,2
4,172.511,0,188611371618625,2
5,132.779,1,188611371620791,2
6,196.603,1,188611371622875,6
7,186.275,0,188611371624875,2
1,114.444,1,188611371632291,2
2,163.616,1,188611371634375,6
5,173.839,0,188611371639625,2
8,126.679,1,188611371644916,2
9,117.059,1,188611371647083,2
0,164.725,0,188611371649083,2
1,163.545,0,188611371651250,2
2,113.222,1,188611371653375,2
3,118.79,1,188611371655500,2
5,183.694,1,188611371659083,6
6,177.704,0,188611371661041,2
7,178.536,0,188611371663000,2
8,197.973,0,188611371665083,2
0,101.22,1,188611371668833,2
1,191.248,1,188611371670958,6
2,109.531,1,188611371673125,2
4,106.126,1,188611371676708,2
5,179.066,0,188611371678750,2
6,125.783,1,188611371680916,2
7,128.529,1,188611371683000,2
8,177.691,0,188611371685166,2
9,129.828,1,188611371687375,2
0,117.01,1,188611371689375,2
2,110.172,1,188611371693083,2
3,162.25,1,188611371695000,4
6,128.286,1,188611371700333,2
7,191.573,0,188611371702333,2
8,132.106,1,188611371704458,2
9,186.747,0,188611371706583,2
0,180.996,1,188611371708708,6
1,125.242,1,188611371710833,2
2,128.333,1,188611371712583,4
3,108.551,1,188611371714708,2
4,152.505,1,188611371716791,6
6,105.222,1,188611371720333,2
7,127.421,1,188611371722416,2
8,120.312,1,188611371724416,2
9,190.424,1,188611371726583,6
0,115.497,1,188611371728875,2
1,114.858,1,188611371730916,2
2,150.242,1,188611371732916,6
3,122.216,1,188611371735125,2
4,165.679,1,188611371737166,6
6,124.424,1,188611371740833,2
7,109.081,1,188611371742875,2
8,170.163,0,188611371744791,2
0,121.893,1,188611371748250,2
2,186.358,1,188611371751791,6
3,171.927,1,188611371753708,6
4,198.361,1,188611371755750,7
6,111.069,1,188611371759333,2
7,125.164,1,188611371761291,2
9,115.451,1,188611371764791,2
0,132.637,1,188611371766541,4
1,177.238,1,188611371768541,6
4,179.311,0,188611371773833,2
7,141.913,1,188611371778875,4
8,171.101,0,188611371781000,2
9,135.909,1,188611371783166,2
0,176.558,1,188611371785291,6
2,163.791,0,188611371788958,2
3,198.233,0,188611371790958,2
4,114.255,1,188611371792958,2
6,107.038,1,188611371796666,2
7,162.929,1,188611371798500,4
8,186.269,1,188611371800625,6
